CSA2010,aastud10,aastud11,aastud12,abse10,abse11,abse12,abshs10,abshs11,abshs12,absmd10,absmd11,absmd12,affordm12,affordr12,age18_10,age24_10,age5_10,age64_10,age65_10,artbus11,artbus12,artemp11,artemp12,baltvac11,baltvac12,banks11,banks12,birthwt10,birthwt11,birthwt12,biz1_10,biz1_11,biz1_12,biz2_10,biz2_11,biz2_12,biz4_10,biz4_11,biz4_12,bkln12,caracc11,carpool12,cashsa11,cashsa12,caslt11,clogged10,clogged11,clogged12,cmos11,compl10,compl11,compl12,comprop10,comprop11,comprop12,constper11,constper12,crehab10,crehab11,crehab12,crime10,crime11,crime12,demper11,demper12,dirtyst10,dirtyst11,dirtyst12,dom10,dom11,dom12,domvio10,domvio11,drop10,drop11,drop12,drvalone12,eattend10,eattend11,eattend12,ebl10,ebl11,ebl12,eenrol11,eenrol12,elheat12,empl12,fam10,farms10,farms11,farms12,fastfd11,female10,femhhs10,file_ID,filename,fore10,fore11,fore12,gunhom11,gunhom12,heatgas12,hfai12,hh25inc12,hh40inc12,hh60inc12,hh75inc12,hhchpov12,hhm7512,hhpov12,hhs10,hhsize10,histax12,homtax11,homtax12,hsaalg10,hsaalg11,hsaalg12,hsabio10,hsabio11,hsabio12,hsaeng10,hsaeng11,hsaeng12,hsagov10,hsagov11,hsattend10,hsattend11,hsattend12,hsdipl12,hsenrol11,hsenrol12,hstud10,hstud11,hstud12,juvarr11,juvdrug11,juvviol11,leadtest10,leadtest11,leadtest12,lesshs12,libcard11,libcard12,lifeexp11,lifeexp12,liquor11,liquor12,male10,math310,math311,math312,math510,math511,math512,math810,math811,math812,mattend10,mattend11,mattend12,menrol11,menrol12,mhhi12,mort14_11,mort1_11,mort1_12,mort24_11,mort24_12,mort44_11,mort44_12,mort64_11,mort64_12,mort84_11,mort84_12,mort85_11,mort85_12,mort_14_12,narc11,neibus10,neibus11,neibus12,neiemp10,neiemp11,neiemp12,neiind10,neiind11,neiind12,nilf12,nomail10,nomail11,nomail12,novhcl12,numbus10,numbus11,numbus12,othrcom12,ownroc10,ownroc11,ownroc12,owntax11,owntax12,p2more10,paa10,pasi10,phisp10,ppac10,prenatal10,prenatal11,prenatal12,prop11,prop12,pubtran12,pwhite10,racdiv10,read310,read311,read312,read510,read511,read512,read810,read811,read812,ready11,ready12,regvote10,regvote12,reosa11,reosa12,resrehab10,resrehab11,resrehab12,salepr10,salepr11,salepr12,sclemp12,sclsw11,sclsw12,shomes10,shomes11,shomes12,shoot11,smlbus10,smlbus11,smlbus12,somecol12,sped10,sped11,sped12,susp10,susp11,susp12,tanf11,tanf12,teenbir10,teenbir11,teenbir12,termbir10,termbir11,termbir12,totalres10,totalres11,totalres12,totemp10,totemp11,totemp12,tpop10,trav14_12,trav29_12,trav44_12,trav45_12,trees07,unempl12,unempr12,vacant10,vacant11,vacant12,vio10,vio11,vio12,viol10,viol11,viol12,voted10,voted12,walked12,waterc11,weather10,weather11,weather12,wlksc11,wrkout10,wrkout11,wstud10,wstud11,wstud12
Beechfield/Ten Hills/West Hills,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.2,,8.6,,,,3.4,3.3,4.8,7,,,,,,,,,,,,,,,,,10.5,12.2,13.9,,,,,,,,,75.9,,,,,,,,,14.4,,,,,,,,,6,raw_data/csv/VS Sustainability 2010-2012.csv,,,,,,76.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16.0,,,,0.7,,,,,,,,,,,,,,,,13.2,,,,,,,,,,,,,,79.7,81.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15.2,45.3,25.0,14.5,48.1,,,,,,,,,,,,52.6,61.9,1.7,17,0.5,0.3,0.4,32.5,,,,,
Belair-Edison,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.2,,12.2,,,,4.1,6.1,3.8,6,,,,,,,,,,,,,,,,,90.2,66.3,79.1,,,,,,,,,66.9,,,,,,,,,11.2,,,,,,,,,6,raw_data/csv/VS Sustainability 2010-2012.csv,,,,,,71.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,27.2,,,,1.8,,,,,,,,,,,,,,,,16.3,,,,,,,,,,,,,,81.7,83.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.1,38.3,32.0,19.6,20.1,,,,,,,,,,,,46.6,59.8,2.7,17,0.6,0.3,0.6,62.3,,,,,
Brooklyn/Curtis Bay/Hawkins Point,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.2,,20.0,,,,4.2,5.8,5.5,7,,,,,,,,,,,,,,,,,91.5,112.1,82.8,,,,,,,,,51.9,,,,,,,,,23.0,,,,,,,,,6,raw_data/csv/VS Sustainability 2010-2012.csv,,,,,,70.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,33.8,,,,3.9,,,,,,,,,,,,,,,,20.7,,,,,,,,,,,,,,53.6,53.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22.6,28.8,28.0,20.5,15.1,,,,,,,,,,,,30.1,28.3,3.5,17,1.4,9.1,0.9,17.7,,,,,
Canton,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.8,,3.8,,,,6.3,8.9,5.9,3,,,,,,,,,,,,,,,,,32.8,38.5,38.3,,,,,,,,,80.6,,,,,,,,,29.7,,,,,,,,,6,raw_data/csv/VS Sustainability 2010-2012.csv,,,,,,65.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.0,,,,3.6,,,,,,,,,,,,,,,,6.2,,,,,,,,,,,,,,79.5,71.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18.5,44.8,23.5,13.2,9.6,,,,,,,,,,,,43.2,52.0,5.8,12,0.0,0.0,0.1,89.2,,,,,
Cedonia/Frankford,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.2,,12.1,,,,2.5,5.6,3.1,6,,,,,,,,,,,,,,,,,22.5,24.2,24.3,,,,,,,,,68.5,,,,,,,,,18.1,,,,,,,,,6,raw_data/csv/VS Sustainability 2010-2012.csv,,,,,,73.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25.2,,,,0.5,,,,,,,,,,,,,,,,17.2,,,,,,,,,,,,,,73.9,78.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.1,40.0,27.4,22.6,28.8,,,,,,,,,,,,46.6,56.2,1.7,18,0.4,0.3,0.6,57.4,,,,,
Cherry Hill,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.8,,17.9,,,,1.2,3.7,2.9,0,,,,,,,,,,,,,,,,,11.7,12.7,7.2,,,,,,,,,42.8,,,,,,,,,30.1,,,,,,,,,6,raw_data/csv/VS Sustainability 2010-2012.csv,,,,,,63.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,51.0,,,,0.0,,,,,,,,,,,,,,,,37.3,,,,,,,,,,,,,,82.5,82.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17.1,37.0,20.2,25.7,19.0,,,,,,,,,,,,34.9,53.1,2.0,17,15.7,74.4,8.1,38.1,,,,,
Chinquapin Park/Belvedere,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.8,,8.5,,,,5.0,4.3,6.1,3,,,,,,,,,,,,,,,,,26.3,32.1,47.3,,,,,,,,,71.6,,,,,,,,,21.7,,,,,,,,,6,raw_data/csv/VS Sustainability 2010-2012.csv,,,,,,70.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21.8,,,,2.8,,,,,,,,,,,,,,,,10.6,,,,,,,,,,,,,,83.2,85.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21.7,36.2,23.7,18.4,39.4,,,,,,,,,,,,51.2,61.9,6.6,15,0.4,0.3,0.6,74.6,,,,,
Claremont/Armistead,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.3,,14.1,,,,1.6,2.9,3.0,1,,,,,,,,,,,,,,,,,8.1,12.6,17.1,,,,,,,,,64.5,,,,,,,,,16.1,,,,,,,,,6,raw_data/csv/VS Sustainability 2010-2012.csv,,,,,,82.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26.1,,,,0.6,,,,,,,,,,,,,,,,18.4,,,,,,,,,,,,,,60.7,60.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.5,25.6,35.8,25.1,28.0,,,,,,,,,,,,37.8,39.0,2.4,25,1.0,0.5,0.7,31.0,,,,,
Clifton-Berea,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.5,,12.7,,,,10.9,9.9,9.9,25,,,,,,,,,,,,,,,,,167.2,171.9,167.7,,,,,,,,,46.1,,,,,,,,,16.8,,,,,,,,,6,raw_data/csv/VS Sustainability 2010-2012.csv,,,,,,65.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,49.3,,,,1.0,,,,,,,,,,,,,,,,38.5,,,,,,,,,,,,,,91.5,89.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.8,32.7,28.9,26.6,8.3,,,,,,,,,,,,40.3,57.5,1.8,14,0.4,0.4,0.3,58.3,,,,,
Cross-Country/Cheswolde,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.3,,13.4,,,,1.1,2.2,4.3,2,,,,,,,,,,,,,,,,,3.3,8.8,6.9,,,,,,,,,72.1,,,,,,,,,35.2,,,,,,,,,6,raw_data/csv/VS Sustainability 2010-2012.csv,,,,,,59.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.5,,,,0.4,,,,,,,,,,,,,,,,12.0,,,,,,,,,,,,,,83.1,89.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21.8,39.3,25.6,13.3,47.7,,,,,,,,,,,,54.5,67.2,2.2,24,0.3,0.5,1.1,43.1,,,,,
Dickeyville/Franklintown,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,5.3,,,,0.7,1.5,1.5,2,,,,,,,,,,,,,,,,,3.2,3.2,7.6,,,,,,,,,67.9,,,,,,,,,27.3,,,,,,,,,6,raw_data/csv/VS Sustainability 2010-2012.csv,,,,,,68.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40.2,,,,0.9,,,,,,,,,,,,,,,,25.9,,,,,,,,,,,,,,63.8,69.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16.9,35.3,22.4,25.4,72.1,,,,,,,,,,,,41.1,47.4,0.0,18.5,0.0,0.3,0.0,17.1,,,,,
Dorchester/Ashburton,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.1,,10.2,,,,2.6,4.7,4.8,4,,,,,,,,,,,,,,,,,33.9,40.0,37.0,,,,,,,,,65.9,,,,,,,,,14.8,,,,,,,,,6,raw_data/csv/VS Sustainability 2010-2012.csv,,,,,,76.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23.9,,,,1.9,,,,,,,,,,,,,,,,21.1,,,,,,,,,,,,,,81.3,79.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.0,43.9,18.1,25.0,30.1,,,,,,,,,,,,51.4,59.9,0.9,18,0.4,0.3,0.3,55.9,,,,,
Downtown/Seton Hill,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.3,,6.2,,,,8.9,11.6,9.5,11,,,,,,,,,,,,,,,,,31.2,43.8,38.8,,,,,,,,,42.1,,,,,,,,,72.5,,,,,,,,,6,raw_data/csv/VS Sustainability 2010-2012.csv,,,,,,21.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,35.4,,,,2.7,,,,,,,,,,,,,,,,18.3,,,,,,,,,,,,,,63.8,53.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,32.6,40.9,14.9,11.6,6.7,,,,,,,,,,,,30.7,34.9,30.7,29,0.0,2.2,0.7,96.7,,,,,
Edmondson Village,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,12.5,,,,1.8,5.1,3.5,2,,,,,,,,,,,,,,,,,41.4,35.7,34.9,,,,,,,,,56.6,,,,,,,,,16.5,,,,,,,,,6,raw_data/csv/VS Sustainability 2010-2012.csv,,,,,,63.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25.3,,,,0.0,,,,,,,,,,,,,,,,29.4,,,,,,,,,,,,,,93.9,96.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16.0,42.5,20.0,21.5,53.8,,,,,,,,,,,,48.0,68.4,1.5,17,0.5,0.4,0.5,52.4,,,,,
Fells Point,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.8,,8.5,,,,9.5,9.0,6.9,5,,,,,,,,,,,,,,,,,49.7,41.5,53.3,,,,,,,,,63.1,,,,,,,,,45.3,,,,,,,,,6,raw_data/csv/VS Sustainability 2010-2012.csv,,,,,,52.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16.0,,,,3.1,,,,,,,,,,,,,,,,9.0,,,,,,,,,,,,,,74.2,68.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23.5,46.4,18.6,11.5,7.2,,,,,,,,,,,,41.4,43.8,16.2,13,0.0,0.0,0.0,93.9,,,,,
Forest Park/Walbrook,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.9,,11.7,,,,2.7,7.1,9.7,8,,,,,,,,,,,,,,,,,40.5,53.1,54.3,,,,,,,,,63.0,,,,,,,,,13.2,,,,,,,,,6,raw_data/csv/VS Sustainability 2010-2012.csv,,,,,,78.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,28.8,,,,3.5,,,,,,,,,,,,,,,,20.4,,,,,,,,,,,,,,81.1,76.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.8,33.4,30.0,28.8,52.5,,,,,,,,,,,,45.2,54.0,1.5,20,0.1,0.4,0.3,41.5,,,,,
Glen-Fallstaff,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.7,,11.1,,,,1.4,3.6,4.5,2,,,,,,,,,,,,,,,,,26.0,24.5,33.5,,,,,,,,,58.8,,,,,,,,,30.3,,,,,,,,,6,raw_data/csv/VS Sustainability 2010-2012.csv,,,,,,62.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,28.6,,,,1.4,,,,,,,,,,,,,,,,22.9,,,,,,,,,,,,,,77.1,66.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20.7,35.3,23.8,20.2,27.7,,,,,,,,,,,,49.1,48.7,5.9,19,0.5,0.7,0.8,65.7,,,,,
Greater Charles Village/Barclay,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.2,,8.1,,,,3.5,4.1,3.6,37,,,,,,,,,,,,,,,,,56.7,56.8,62.4,,,,,,,,,42.2,,,,,,,,,25.2,,,,,,,,,6,raw_data/csv/VS Sustainability 2010-2012.csv,,,,,,61.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,43.6,,,,7.2,,,,,,,,,,,,,,,,20.4,,,,,,,,,,,,,,56.2,56.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,29.2,36.4,20.1,14.3,23.1,,,,,,,,,,,,39.4,36.5,22.0,17,0.5,1.6,0.8,89.9,,,,,
Greater Govans,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.6,,9.9,,,,6.2,7.0,5.4,16,,,,,,,,,,,,,,,,,46.3,51.2,69.9,,,,,,,,,57.5,,,,,,,,,24.5,,,,,,,,,6,raw_data/csv/VS Sustainability 2010-2012.csv,,,,,,62.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,32.8,,,,2.2,,,,,,,,,,,,,,,,29.3,,,,,,,,,,,,,,86.0,87.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15.0,35.3,25.4,24.4,31.8,,,,,,,,,,,,46.8,62.3,1.0,15,0.4,0.2,0.5,56.7,,,,,
Greater Mondawmin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,12.4,,,,5.9,10.8,11.0,7,,,,,,,,,,,,,,,,,90.7,94.5,135.5,,,,,,,,,54.2,,,,,,,,,20.7,,,,,,,,,6,raw_data/csv/VS Sustainability 2010-2012.csv,,,,,,63.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,33.6,,,,2.1,,,,,,,,,,,,,,,,25.3,,,,,,,,,,,,,,82.4,82.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.3,43.7,26.1,17.9,22.3,,,,,,,,,,,,43.4,55.9,5.9,16,0.6,0.2,0.5,66.1,,,,,
Greater Roland Park/Poplar Hill,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.3,,12.2,,,,5.2,11.9,12.7,1,,,,,,,,,,,,,,,,,12.7,13.0,13.0,,,,,,,,,75.6,,,,,,,,,19.1,,,,,,,,,6,raw_data/csv/VS Sustainability 2010-2012.csv,,,,,,62.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,,,,3.0,,,,,,,,,,,,,,,,5.1,,,,,,,,,,,,,,88.0,90.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,29.1,42.4,16.3,12.2,58.6,,,,,,,,,,,,64.7,72.1,4.2,23,0.0,0.0,0.0,54.6,,,,,
Greater Rosemont,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,12.0,,,,6.0,7.8,10.9,12,,,,,,,,,,,,,,,,,114.4,94.0,105.2,,,,,,,,,51.3,,,,,,,,,14.7,,,,,,,,,6,raw_data/csv/VS Sustainability 2010-2012.csv,,,,,,71.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,42.9,,,,1.3,,,,,,,,,,,,,,,,32.5,,,,,,,,,,,,,,86.0,82.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.2,32.0,23.7,34.1,27.2,,,,,,,,,,,,40.7,54.6,2.8,15,0.5,2.0,0.6,60.9,,,,,
Greenmount East,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.3,,9.4,,,,14.8,13.6,13.0,105,,,,,,,,,,,,,,,,,154.6,148.4,183.0,,,,,,,,,35.3,,,,,,,,,32.7,,,,,,,,,6,raw_data/csv/VS Sustainability 2010-2012.csv,,,,,,57.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,55.2,,,,6.4,,,,,,,,,,,,,,,,38.7,,,,,,,,,,,,,,96.5,83.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18.3,26.1,20.4,35.2,13.4,,,,,,,,,,,,37.4,53.5,10.2,13,0.2,0.4,0.4,70.5,,,,,
Hamilton,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.6,,8.6,,,,3.9,6.0,4.2,1,,,,,,,,,,,,,,,,,23.2,23.7,34.7,,,,,,,,,79.2,,,,,,,,,6.9,,,,,,,,,6,raw_data/csv/VS Sustainability 2010-2012.csv,,,,,,77.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14.3,,,,0.6,,,,,,,,,,,,,,,,9.4,,,,,,,,,,,,,,75.5,81.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.1,39.7,33.0,18.2,34.0,,,,,,,,,,,,51.1,58.2,2.2,17,0.2,0.2,0.5,60.1,,,,,
Harbor East/Little Italy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.0,,5.2,,,,9.6,7.8,8.7,21,,,,,,,,,,,,,,,,,35.9,39.2,21.3,,,,,,,,,43.8,,,,,,,,,42.5,,,,,,,,,6,raw_data/csv/VS Sustainability 2010-2012.csv,,,,,,48.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,44.9,,,,2.7,,,,,,,,,,,,,,,,20.4,,,,,,,,,,,,,,72.2,77.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,35.5,36.0,14.0,14.6,6.5,,,,,,,,,,,,34.9,49.0,27.9,15,0.0,0.0,0.1,94.8,,,,,
Harford/Echodale,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,8.4,,,,4.6,4.4,3.4,5,,,,,,,,,,,,,,,,,11.4,18.1,24.9,,,,,,,,,80.5,,,,,,,,,16.2,,,,,,,,,6,raw_data/csv/VS Sustainability 2010-2012.csv,,,,,,73.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.9,,,,2.8,,,,,,,,,,,,,,,,6.7,,,,,,,,,,,,,,76.3,79.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.4,44.6,28.1,17.0,29.7,,,,,,,,,,,,48.2,55.5,1.5,16,0.3,0.1,0.2,53.2,,,,,
Highlandtown,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.6,,13.6,,,,2.8,6.8,4.1,7,,,,,,,,,,,,,,,,,126.2,145.0,89.2,,,,,,,,,66.5,,,,,,,,,20.5,,,,,,,,,6,raw_data/csv/VS Sustainability 2010-2012.csv,,,,,,70.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22.4,,,,4.5,,,,,,,,,,,,,,,,9.7,,,,,,,,,,,,,,67.4,68.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20.2,40.9,20.5,18.4,3.2,,,,,,,,,,,,41.8,45.6,5.6,13,0.0,0.0,0.1,88.5,,,,,
Howard Park/West Arlington,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.5,,9.4,,,,3.8,4.6,6.3,10,,,,,,,,,,,,,,,,,28.7,26.8,34.1,,,,,,,,,69.2,,,,,,,,,23.3,,,,,,,,,6,raw_data/csv/VS Sustainability 2010-2012.csv,,,,,,64.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19.2,,,,1.7,,,,,,,,,,,,,,,,18.7,,,,,,,,,,,,,,78.2,78.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15.2,29.6,24.2,31.0,39.2,,,,,,,,,,,,52.6,58.1,1.0,18,0.4,0.4,0.3,54.2,,,,,
Inner Harbor/Federal Hill,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.8,,6.6,,,,4.7,7.7,5.8,17,,,,,,,,,,,,,,,,,53.0,51.3,37.1,,,,,,,,,72.3,,,,,,,,,48.0,,,,,,,,,6,raw_data/csv/VS Sustainability 2010-2012.csv,,,,,,46.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17.0,,,,1.9,,,,,,,,,,,,,,,,4.5,,,,,,,,,,,,,,80.3,77.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21.3,43.3,22.7,12.8,8.5,,,,,,,,,,,,45.1,57.6,14.7,14,0.0,0.0,0.0,91.0,,,,,
